"Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","DVD","BoxOffice","Production","Website","Response","totalSeasons"
"Nausicaä of the Valley of the Wind","1984","PG","25 Nov 1987","117 min","Animation, Adventure, Fantasy, Sci-Fi","Hayao Miyazaki","Hayao Miyazaki (based on the manga by), Hayao Miyazaki (screenplay by), Cindy Davis (english language adaptation), Donald H. Hewitt (english language adaptation)","Sumi Shimamoto, Mahito Tsujimura, Hisako Kyôda, Gorô Naya","Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.","Japanese","Japan, USA","3 wins & 1 nomination.","https://m.media-amazon.com/images/M/MV5BZWFkN2ZhODAtYTNkZS00Y2NjLWIzNDYtNzJjNDNlMzAyNTIyXkEyXkFqcGdeQXVyODEzNjM5OTQ@._V1_SX300.jpg","86","8.1","138,779","tt0087544","movie","22 Feb 2005","N/A","Starmaker Entertainment","N/A","True",NULL
"My Neighbors the Yamadas","1999","PG","22 Dec 2000","104 min","Animation, Comedy, Family","Isao Takahata","Hisaichi Ishii (based on the comic strip by), Isao Takahata (screenplay), Leo Chu (English language adaptation), Eric Garcia (English language adaptation)","Yukiji Asaoka, Tôru Masuoka, Masako Araki, Hayato Isohata","The life and misadventures of a family in contemporary Japan.","Japanese","Japan","N/A","https://m.media-amazon.com/images/M/MV5BOThkZjMyMGYtMDNjNy00NjcwLTk1NmEtZmQwYTliMmM4YjBhXkEyXkFqcGdeQXVyMzM4NjcxOTc@._V1_SX300.jpg","75","7.2","9,966","tt0206013","movie","16 Aug 2005","N/A","N/A","N/A","True",NULL
"Toy Boy","2019","TV-MA","25 Sep 2019","N/A","Crime, Drama, Thriller","N/A","César Benítez, Juan Carlos Cueto, Rocío Martínez Llano","Jesús Mosquera, Cristina Castaño, María Pedraza, José de la Torre","A stripper sets out to prove his innocence for a crime he didn't commit and was unjustly incarcerated for seven years earlier.","Spanish","Spain","N/A","https://m.media-amazon.com/images/M/MV5BNmZhMmY5ODgtZjA5MS00ZmIzLTk2ODYtNzA3YjQ4YzE3OTAwXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg","N/A","6.5","991","tt8693266","series",NULL,NULL,NULL,NULL,"True","1"
"The Body","2019","N/A","13 Dec 2019","101 min","Mystery, Thriller","Jeethu Joseph","Oriol Paulo (based on the movie written by)","Emraan Hashmi, Rishi Kapoor, Sobhita Dhulipala, Vedika","When the body of a powerful businesswoman disappears from the morgue, the inspector in charge hunts for the truth. But when he questions her husband he realizes that there is much more to the case than meets the eye.","Hindi, English","India","N/A","https://m.media-amazon.com/images/M/MV5BNTFkNzU3MjEtZjFlMC00OTM3LWE2ZjUtZjViMzk5YjQxYWQ3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg","N/A","5.4","1,832","tt8130904","movie","N/A","N/A","N/A","N/A","True",NULL
"Restoring the Shack","2018","N/A","12 Mar 2018","N/A","N/A","Stephan Blinn","N/A","William Paul Young","Join author Paul Young on an adventure into the world of the best-selling phenomenon, ""The Shack."" Stunningly filmed in ""Big Sky"" country, this inside look at how Paul's own life journey ...","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BOTRlNDllYmQtYTY4NC00NzY1LWIxYzEtN2JkYjZkY2Y3YWNjXkEyXkFqcGdeQXVyMjY2NDc0OTQ@._V1_SX300.jpg","N/A","N/A","N/A","tt9204958","movie","N/A","N/A","N/A","N/A","True",NULL
"Untamed Romania","2018","N/A","13 Aug 2019","92 min","Documentary","Tom Barton-Humphreys","Tom Barton-Humphreys, Alex Paun","Victor Rebengiuc, Irina Rimes, Mark Strong","Beyond the commotion of the cities in Romania, there is a world unbeknown to anyone. Mountains, ancient forests and expansive wetlands provide undisturbed habitats to many of the ...","Romanian, English","Romania, UK","1 nomination.","https://m.media-amazon.com/images/M/MV5BNjc1NmZhMTQtOTkwZi00NmMyLTgwZjMtYWMyZDZiMzJhOThlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","N/A","8.7","832","tt8076222","movie","N/A","N/A","N/A","N/A","True",NULL
"Cuddle Weather","2019","N/A","13 Sep 2019","95 min","Drama, Romance","Rod Marmol","Rod Marmol (screenplay)","Sue Ramirez, RK Bagatsing","After realizing that prostitutes are not entitled to the best part of love making, two sex workers form a screwy relationship as 'cuddle partners' only to realize that they want something more.","Tagalog, Filipino","Philippines","1 nomination.","https://m.media-amazon.com/images/M/MV5BNWEzZDc2OWMtZWM1MS00NzM2LWFlNjYtMzcwMGI2MDNkYTk0XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg","N/A","6.2","128","tt10896172","movie","N/A","N/A","N/A","N/A","True",NULL
"Dragon Quest: Your Story","2019","N/A","02 Aug 2019","103 min","Animation, Adventure, Family","Takashi Yamazaki","Yuji Horii (original story), Michael Schneider (adr writer)","Kasumi Arimura, Steve Blum, Shaun Conde, Jacob Craner","Based on the fifth Dragon Quest game.","Japanese","Japan","N/A","https://m.media-amazon.com/images/M/MV5BNDg2N2E3ZmEtZDdlNS00MmZiLTkzMTEtOTczYWZlMTg5MDJlXkEyXkFqcGdeQXVyMTAyNzc0MDkz._V1_SX300.jpg","N/A","6.6","1,477","tt10127562","movie","N/A","N/A","N/A","N/A","True",NULL
"Fanatyk","2017","N/A","24 Dec 2017","33 min","Short, Drama","N/A","Michal Tylka","Juliusz Chrzastowski, Piotr Cyrwus, Marian Dziedziel, Sandra Herbich","A short film based on famous copy-paste text by Malcolm XD about a father - fanatic fisherman and his internet addicted son.","Polish","Poland","N/A","https://m.media-amazon.com/images/M/MV5BNmUyYmE0NzctMzhkZS00YzQ2LWIzY2MtNTQ4ZjJhY2Q4M2M3XkEyXkFqcGdeQXVyNzQyNjcwNDk@._V1_SX300.jpg","N/A","6.5","153","tt7786346","movie","N/A","N/A","N/A","N/A","True",NULL
"French Toast","2015","N/A","24 Apr 2015","87 min","Romance","Paul Krüger, Anél Stolp","Tina Kruger","Lika Berning, Thierry Ballarin, Deon Lotz, Heléne Lombard","Lisa lives with her father, Izak on a wine farm in Franschoek. Her mother died some time ago, and left a french toast recipe that only a few people know. One day she finds her mothers diary...","English, Afrikaans, French","South Africa","N/A","https://m.media-amazon.com/images/M/MV5BN2Y3MjVhNzgtNzQ4ZC00NjViLTlmYTAtZDhlZmE3MDlkZjg4XkEyXkFqcGdeQXVyNTc3NjA4MDk@._V1_SX300.jpg","N/A","5.5","103","tt5000984","movie","N/A","N/A","N/A","N/A","True",NULL
"El Final del Paraíso","2019–","N/A","13 Aug 2019","44 min","Action, Drama","N/A","N/A","Carmen Villalobos, Kimberly Reyes, Fabián Ríos, Gregorio Pernía","Catalina Santana's new mission will force her to face demons that threaten to destroy her and her family.","Spanish","USA, Colombia","1 nomination.","https://m.media-amazon.com/images/M/MV5BNjI2ODQxNzYtY2E5NS00ZmQxLWFhYmItNDAyMmZiZGMxYjVmXkEyXkFqcGdeQXVyMjQ2MDQwNDU@._V1_SX300.jpg","N/A","5.7","34","tt10367818","series",NULL,NULL,NULL,NULL,"True","1"
"Love for Sale 2","2019","N/A","31 Oct 2019","92 min","Drama","Andibachtiar Yusuf","Mohammad Irfan Ramly, Andibachtiar Yusuf","Della Dartyan, Adipati Dolken, Ratna Riantiarno, Ariyo Wahab","Tired of matchmaking by his mother, Ican bring a girl from dating application and introduced her to Ros. Their family became warmed thanks to Arini and Ican started likes her.","Indonesian","Indonesia","N/A","https://m.media-amazon.com/images/M/MV5BYzJjZmE1ZTgtYjJiNC00ZDdkLWEwMjEtNDQwYTJjYWIwMDdmXkEyXkFqcGdeQXVyNzEzNjU1NDg@._V1_SX300.jpg","N/A","N/A","N/A","tt10643938","movie","N/A","N/A","N/A","N/A","True",NULL
"Bittersweet","2010","N/A","N/A","7 min","Documentary, Short, News","Jan Kohler, Debi Lang","Zoltan Bojan Várkonyi","N/A","In 2008, fifteen year old Discovery School student, Jan Kohler, volunteered as a translator for the humanitarian organization Cape CARES in the rural Honduran village of San Marcos. During ...","English","USA, Honduras","N/A","N/A","N/A","N/A","N/A","tt1668053","movie","N/A","N/A","N/A","N/A","True",NULL
"Azali","2018","N/A","20 Feb 2020","92 min","Drama","Kwabena Gyansah","Kwabena Gyansah (story), Gwandelen Quartey","Ama K. Abebrese, Asana Alhassan, Adjetey Anang, Akofa Edjeani Asiedu","Thrust into Accra by circumstances, a 14 year old girl from Northern Ghana must endure life in the slums of Accra and find a way to get back home","Akan","Ghana","N/A","https://m.media-amazon.com/images/M/MV5BODZkMWMzZTUtOTE3Ni00MTg0LWJiNTYtM2MyOTg5YWI5MTQ0XkEyXkFqcGdeQXVyODYwODIzNTY@._V1_SX300.jpg","N/A","5.8","30","tt8630282","movie","N/A","N/A","N/A","N/A","True",NULL
"The Kids Are Alright","2018–2019","TV-PG","16 Oct 2018","30 min","Comedy","N/A","Tim Doyle","Mary McCormack, Jack Gore, Sam Straley, Caleb Foote","A pair of working class parents in an Irish-Catholic family try to raise their eight kids during the 1970s.","English","USA","4 nominations.","https://m.media-amazon.com/images/M/MV5BOGQ1ODY1OTctMzNhNi00NjljLWJkZWItZjcwZGEzNzBkMTJlXkEyXkFqcGdeQXVyMjY5MTMzNzc@._V1_SX300.jpg","N/A","7.8","2,661","tt7440732","series",NULL,NULL,NULL,NULL,"True","1"
"Porco Rosso","1992","PG","16 Dec 1994","94 min","Animation, Adventure, Comedy, Fantasy, Romance","Hayao Miyazaki","Hayao Miyazaki","Shûichirô Moriyama, Tokiko Katô, Bunshi Katsura Vi, Tsunehiko Kamijô","In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig.","Japanese","Japan","3 wins.","https://m.media-amazon.com/images/M/MV5BZDIyOTBiZjktYTE0NS00ZGE2LWEzM2YtMzM0MWI2YzIzMGM2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg","83","7.7","68,754","tt0104652","movie","22 Feb 2005","N/A","N/A","N/A","True",NULL
"Only Yesterday","1991","PG","26 Feb 2016","118 min","Animation, Drama, Romance","Isao Takahata","Hotaru Okamoto (manga), Yuuko Tone (manga), David Freedman (english adaptation), Isao Takahata (screenplay)","Miki Imai, Toshirô Yanagiba, Yoko Honna, Mayumi Izuka","A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.","Japanese, Hungarian","Japan","1 win & 8 nominations.","https://m.media-amazon.com/images/M/MV5BMTY5NjI2MjQxMl5BMl5BanBnXkFtZTgwMDA2MzM2NzE@._V1_SX300.jpg","90","7.7","22,517","tt0102587","movie","05 Jul 2016","$415,939","GKIDS","N/A","True",NULL
"Ocean Waves","1993","PG-13","13 Jul 1994","76 min","Animation, Drama, Romance","Tomomi Mochizuki","Saeko Himuro (novel), Keiko Niwa (screenplay)","Nobuo Tobita, Toshihiko Seki, Yoko Sakamoto, Yuri Amano","As a young man returns home after his first year away at college he recalls his senior year of high school and the iron-willed, big city girl that turned his world upside down.","Japanese","Japan","N/A","https://m.media-amazon.com/images/M/MV5BNDkzODhjMTktOTkwZS00MGQ3LTg4MGUtMDA5NWI2Y2ZiMzhjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","73","6.7","10,258","tt0108432","movie","18 Apr 2017","N/A","GKIDS","N/A","True",NULL
"Tales from Earthsea","2006","PG-13","29 Jul 2006","115 min","Animation, Adventure, Fantasy","Gorô Miyazaki","Ursula K. Le Guin (novel), Gorô Miyazaki (screenplay), Keiko Niwa (screenplay), Hayao Miyazaki (concept)","Jun'ichi Okada, Aoi Teshima, Bunta Sugawara, Yûko Tanaka","In a mythical land, a man and a young boy investigate a series of unusual occurrences.","Japanese, English","Japan","3 nominations.","https://m.media-amazon.com/images/M/MV5BYjM3MzQ0YzEtMzY3My00YjhlLThjYWQtNjY5ZTYwYWRkNjhjL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg","47","6.5","31,442","tt0495596","movie","01 Jan 1998","N/A","N/A","N/A","True",NULL
"Kiki's Delivery Service","1989","G","20 Dec 1990","103 min","Animation, Adventure, Drama, Family, Fantasy","Hayao Miyazaki","Eiko Kadono (novel), Hayao Miyazaki (screenplay)","Minami Takayama, Rei Sakuma, Kappei Yamaguchi, Keiko Toda","A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.","Japanese, English","Japan","4 wins.","https://m.media-amazon.com/images/M/MV5BOTc0ODM1Njk1NF5BMl5BanBnXkFtZTcwMDI5OTEyNw@@._V1_SX300.jpg","83","7.9","109,278","tt0097814","movie","08 May 2007","N/A","N/A","N/A","True",NULL
"Castle in the Sky","1986","PG","02 Aug 1986","125 min","Animation, Adventure, Drama, Family, Fantasy, Sci-Fi","Hayao Miyazaki","Hayao Miyazaki","Mayumi Tanaka, Keiko Yokozawa, Kotoe Hatsui, Minori Terada","A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.","Japanese","Japan","1 win.","https://m.media-amazon.com/images/M/MV5BODI1YmNiMmEtYTRlMy00YmE1LWFiMzgtMmIyZjc2NDU0OTYzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","78","8.0","139,800","tt0092067","movie","15 Apr 2003","N/A","Tokuma Shoten","N/A","True",NULL
"Hakkunde","2017","N/A","04 Aug 2017","99 min","Comedy, Drama","Oluseyi Asurf","Tomi Adesina, Oluseyi Asurf, Jesurobo-Owie Gift Imafidon","Toyin Aimakhu-Johnson, Seyilaw, Ali Nuhu, Tunbosun Aiyedehin","HAKKUNDE IS AN INTRIGUING STORY OF A YOUNG GRADUATE WHO BATTLES EVERYTHING ON HIS JOURNEY TO SELF DISCOVERY AND ACTUALIZATION. The story is characterized by actions and reactions that ...","English","Nigeria","1 win.","https://m.media-amazon.com/images/M/MV5BZjViNzExNDQtYmNlYi00NjhjLThmNzAtYmU5NDA5Njg2ZjM5XkEyXkFqcGdeQXVyNTQ4OTY3Mjg@._V1_SX300.jpg","N/A","7.6","12","tt6974886","movie","N/A","N/A","N/A","N/A","True",NULL
"Close Enemies","2018","TV-MA","03 Oct 2018","111 min","Drama, Thriller","David Oelhoffen","Jeanne Aptekman (adaptation), Jeanne Aptekman (dialogue), David Oelhoffen (adaptation), David Oelhoffen (dialogue), David Oelhoffen (screenplay)","Matthias Schoenaerts, Reda Kateb, Adel Bencherif, Sofiane Zermani","Driss and Manuel are two childhood friends who end up taking opposite paths: Manuel chose to embrace the thug life, while Driss becomes a cop. When Manuel's biggest deal goes terribly wrong, the two men meet again and come to realize they both need each other to survive in their worlds.","French, Arabic","France, Belgium","1 nomination.","https://m.media-amazon.com/images/M/MV5BMjJiMGJjMDUtYTQ3Ny00ZjQzLWE1MWItZTVkMTg2NGRmNzM3XkEyXkFqcGdeQXVyNTcxNjk0MTU@._V1_SX300.jpg","N/A","6.3","1,417","tt6527586","movie","N/A","N/A","N/A","N/A","True",NULL
"Sillu Karuppatti","2019","N/A","26 Dec 2019","153 min","Drama, Romance","Halitha Shameem","Halitha Shameem","Nivedhithaa Sathish, Sara Arjun, Manikandan, Leela Samson","An anthology of four romantic stories across four age groups connected by that magical thread called love.","Tamil","India","N/A","https://m.media-amazon.com/images/M/MV5BMWQyNDRlYzctNTg2NC00ZDc5LWE5YmEtOTZlZjZlYzdjYjRlXkEyXkFqcGdeQXVyMjA4OTI5NDQ@._V1_SX300.jpg","N/A","8.8","122","tt9614988","movie","N/A","N/A","N/A","N/A","True",NULL
"My Stupid Boss","2016","N/A","19 May 2016","108 min","Comedy","Upi Avianto","Upi Avianto","Bunga Citra Lestari, Reza Rahadian, Alex Abbad, Bront Palarae","Diana ""Bunga Citra Lestari"" move to her husband work place in malaysia. She is thingking why she not work too so they can have more money. After that, Diana work in a place that own by bossman that really funny of his act.","Indonesian, Malay, English","Indonesia","1 win.","https://m.media-amazon.com/images/M/MV5BMzk1YzRkNmMtMTEzMC00MzhiLThhMWQtNzE2YzgzYWVmYzZhXkEyXkFqcGdeQXVyNjIwMTgzMTg@._V1_SX300.jpg","N/A","7.3","1,044","tt5514296","movie","N/A","N/A","N/A","N/A","True",NULL
"My Stupid Boss 2","2019","N/A","28 Mar 2019","96 min","Comedy, Drama","Upi Avianto","Upi Avianto (script writer)","Reza Rahadian, Bunga Citra Lestari, Kin Wah Chew, Atikah Suhaime","Bossman and his employees goes to Vietnam to find new workers for his company, but instead of getting new workers they got a lot of new troubles.","Indonesian, Malay, English, Vietnamese","Indonesia","N/A","https://m.media-amazon.com/images/M/MV5BNzlmNGM1MzAtOGY5Ny00NTI3LTgzNjEtYmViODcwMGQxNWNiXkEyXkFqcGdeQXVyNzY4NDQzNTg@._V1_SX300.jpg","N/A","6.8","165","tt10039468","movie","N/A","N/A","N/A","N/A","True",NULL
"The Set Up","2019","N/A","09 Aug 2019","103 min","Crime, Drama","Niyi Akinmolayan","Chinaza Onuzo","Dakore Akande, Kehinde Bankole, Adesua Etomi, Jim Iyke","A former drug smuggler and a confidence artist gets more than she bargains for when she is hired by a down on his luck businessman to assist with his scheme to marry a wealthy heiress. ...","English","Nigeria","N/A","https://m.media-amazon.com/images/M/MV5BYzQwZDhkYjQtZjNiNy00YTYzLTk1YTktNTQ4YTI4YTU2YTQ5XkEyXkFqcGdeQXVyNTMzODgyMDQ@._V1_SX300.jpg","N/A","N/A","N/A","tt10397734","movie","N/A","N/A","N/A","N/A","True",NULL
"Mischief Upon Mischief","2019","N/A","01 Sep 2018","N/A","Action, Adventure, Sci-Fi","Ken Gamble","Ken Gamble","Jamie Gray Hyder, Doris Morgado, Jeffrey Decker, Ken Gamble","Quaid Branson is abducted by aliens on the night of his engagement celebration and abruptly sent off to the Darovingian Mines; an asteroid slave mining colony on the outer rim of the galaxy...","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BZmE1NDZkYTAtM2Q2MC00YmI2LTk1OTEtNWZkY2JiYWRiZTM4XkEyXkFqcGdeQXVyMjM1MzM1NTA@._V1_SX300.jpg","N/A","N/A","N/A","tt7629780","movie","N/A","N/A","N/A","N/A","True",NULL
"Fittest in Dubai","2019","N/A","N/A","60 min","Documentary, Sport","Gerry Blaksley","N/A","Mat Fraser, Samantha Briggs, Sara Sigmunsdóttir, Laura Horvath","""Fittest in Dubai"" is a 60 min documentary film of the first CrossFit Sanctional event in the world. First place male and female competitors qualify for a position to the CrossFit Games in the United States.","English","United Arab Emirates","N/A","https://m.media-amazon.com/images/M/MV5BM2E2ODQyNTktMjhkNi00N2UzLTk0NTctNTEwNzUyOGFiYzM4XkEyXkFqcGdeQXVyNDg1MjUzNjI@._V1_SX300.jpg","N/A","6.2","115","tt10613550","movie","N/A","N/A","N/A","N/A","True",NULL
"Code 8","2019","N/A","13 Dec 2019","98 min","Action, Crime, Drama, Sci-Fi, Thriller","Jeff Chan","Chris Pare (screenplay by), Jeff Chan (story by)","Kari Matchett, Robbie Amell, Penny Eizenga, Lawrence Bayne","A super-powered construction worker falls in with a group of criminals in order to raise the funds to help his ill mother.","English","Canada","N/A","https://m.media-amazon.com/images/M/MV5BNmQ2NWMyZDgtNWQ5My00ZmQwLWE0MTQtN2ZiNjY2ODc0Y2YxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg","48","6.1","19,739","tt6259380","movie","N/A","N/A","N/A","N/A","True",NULL
"Tiffany Haddish: She Ready! From the Hood to Hollywood","2017","TV-MA","18 Aug 2017","65 min","Comedy","Chris Robinson","Tiffany Haddish","Tiffany Haddish","Stand up comedy performed by Tiffany Haddish.","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BYzRmNzU4OWUtNTM4Mi00YjMzLWI1MzEtODRmZmU3NGViYzk3XkEyXkFqcGdeQXVyMzcwMjcwNQ@@._V1_SX300.jpg","N/A","6.7","250","tt6328116","movie","N/A","N/A","Showtime","N/A","True",NULL
"Born Beautiful","2019","N/A","23 Jan 2019","96 min","Comedy","Perci M. Intalan","Jun Lana (creator), Rody Vera (original story), Elmer L. Gatchalian (head writer), Fatrick Tabada (screenplay), Ivan Andrew Payawal (screenplay)","Martin del Rosario, Paolo Ballesteros, Lou Veloso, Chai Fonacier","After her best friend dies, Barbs starts a new life as a straight man named Bobby, which leads her to Trisha's ex-boyfriend Michaelangelo, to her own ex-boyfriend Greg and to a woman claiming she is pregnant with Barbs' child.","Filipino, Tagalog","Philippines","N/A","https://m.media-amazon.com/images/M/MV5BYmVlYWJmNzYtZTU3Ny00NzQxLWI3NTAtNDIyMGRhMzc0NDM5XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg","N/A","7.6","21","tt9364848","movie","N/A","N/A","N/A","N/A","True",NULL
"Mine 9","2019","Not Rated","08 Mar 2019","83 min","Drama","Eddie Mensore","Eddie Mensore","Terry Serpico, Mark Ashworth, Kevin Sizemore, Clint James","Two miles into the earth, nine Appalachian miners struggle to survive after a methane explosion leaves them with one hour of oxygen.","English","USA","4 wins.","https://m.media-amazon.com/images/M/MV5BNmNhOTRjM2ItZmFjMS00ZjdiLTlhNDAtMmZmZmM3ZDZhODA1XkEyXkFqcGdeQXVyMTUyMjQ0OA@@._V1_SX300.jpg","66","6.9","2,658","tt3517870","movie","07 Jan 2020","N/A","Emphatic Films","N/A","True",NULL
"Babamin Ceketi","2018","N/A","05 Oct 2018","99 min","Comedy","Müfit Can Saçinti","Müfit Can Saçinti","Sami Aksu, Duygu Benli, Kurt Berk, Erkan Can","Ferhat and Aslihan, who have been together for some time, want to crown their relationship with marriage. But Ferhat's being unemployed is a major obstacle to their marriage. In the ...","Turkish","Turkey","N/A","https://m.media-amazon.com/images/M/MV5BYWRhMzZhNzctNmVhYS00NDFhLTlkODMtMWMwZGY4ZjI5MDk3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","N/A","5.0","514","tt8857590","movie","N/A","N/A","N/A","N/A","True",NULL
